Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,State,Postal Code,Region
CA-2017-149160,26-11-17,Second Class,JM-15265,Janet Molinari,Michigan,48187,Central
CA-2017-149160,26-11-17,Second Class,JM-15265,Janet Molinari,Michigan,48187,Central
CA-2017-152275,08-10-17,Standard Class,KH-16630,Ken Heidel,Texas,78207,Central
CA-2017-130043,19-09-17,Standard Class,BB-11545,Brenda Bowman,Texas,77070,Central
CA-2017-157252,23-01-17,Second Class,CV-12805,Cynthia Voltz,New York,10024,East
CA-2017-154214,25-03-17,Second Class,TB-21595,Troy Blackwell,Indiana,47201,Central
CA-2017-147277,24-10-17,Standard Class,EB-13705,Ed Braxton,Ohio,44312,East
CA-2017-147277,24-10-17,Standard Class,EB-13705,Ed Braxton,Ohio,44312,East
CA-2017-154907,04-04-17,Standard Class,DS-13180,David Smith,Texas,79109,Central
CA-2017-140963,13-06-17,First Class,MT-18070,Michelle Tran,California,90045,West
CA-2017-140963,13-06-17,First Class,MT-18070,Michelle Tran,California,90045,West
CA-2017-140963,13-06-17,First Class,MT-18070,Michelle Tran,California,90045,West
CA-2017-134978,15-11-17,Second Class,EB-13705,Ed Braxton,New York,10024,East
CA-2017-135307,27-11-17,First Class,LS-17245,Lynn Smith,Missouri,64118,Central
CA-2017-135307,27-11-17,First Class,LS-17245,Lynn Smith,Missouri,64118,Central
CA-2017-163405,25-12-17,Standard Class,BN-11515,Bradley Nguyen,California,90049,West
CA-2017-163405,25-12-17,Standard Class,BN-11515,Bradley Nguyen,California,90049,West
CA-2017-127432,27-01-17,Standard Class,AD-10180,Alan Dominguez,Montana,59405,West
CA-2017-127432,27-01-17,Standard Class,AD-10180,Alan Dominguez,Montana,59405,West
CA-2017-127432,27-01-17,Standard Class,AD-10180,Alan Dominguez,Montana,59405,West
CA-2017-127432,27-01-17,Standard Class,AD-10180,Alan Dominguez,Montana,59405,West
CA-2017-145142,25-01-17,First Class,MC-17605,Matt Connell,Michigan,48234,Central
CA-2017-113558,26-10-17,Standard Class,PH-18790,Patricia Hirasaki,Florida,33801,South
CA-2017-113558,26-10-17,Standard Class,PH-18790,Patricia Hirasaki,Florida,33801,South
US-2017-129441,11-09-17,Standard Class,JC-15340,Jasper Cacioppo,California,90032,West
US-2017-122637,08-09-17,Second Class,EP-13915,Emily Phan,Illinois,60653,Central
CA-2017-162929,22-11-17,First Class,AS-10135,Adrian Shami,New York,10035,East
CA-2017-162929,22-11-17,First Class,AS-10135,Adrian Shami,New York,10035,East
CA-2017-112774,12-09-17,First Class,RC-19960,Ryan Crowe,Florida,32216,South
CA-2017-101945,28-11-17,Standard Class,GT-14710,Greg Tran,Texas,77070,Central
CA-2017-100650,03-07-17,Second Class,DK-13225,Dean Katz,California,92804,West
CA-2017-118731,22-11-17,Second Class,LP-17080,Liz Pelletier,California,94110,West
CA-2017-118731,22-11-17,Second Class,LP-17080,Liz Pelletier,California,94110,West
CA-2017-137099,10-12-17,First Class,FP-14320,Frank Preis,California,90008,West
CA-2017-156951,08-10-17,Standard Class,EB-13840,Ellis Ballard,Washington,98105,West
CA-2017-156951,08-10-17,Standard Class,EB-13840,Ellis Ballard,Washington,98105,West
CA-2017-156951,08-10-17,Standard Class,EB-13840,Ellis Ballard,Washington,98105,West
CA-2017-156951,08-10-17,Standard Class,EB-13840,Ellis Ballard,Washington,98105,West
CA-2017-118640,26-07-17,Standard Class,CS-11950,Carlos Soltero,Illinois,60610,Central
CA-2017-118640,26-07-17,Standard Class,CS-11950,Carlos Soltero,Illinois,60610,Central
CA-2017-145233,05-12-17,Standard Class,DV-13465,Dianna Vittorini,Colorado,80219,West
CA-2017-145233,05-12-17,Standard Class,DV-13465,Dianna Vittorini,Colorado,80219,West
CA-2017-145233,05-12-17,Standard Class,DV-13465,Dianna Vittorini,Colorado,80219,West
CA-2017-145233,05-12-17,Standard Class,DV-13465,Dianna Vittorini,Colorado,80219,West
CA-2017-145233,05-12-17,Standard Class,DV-13465,Dianna Vittorini,Colorado,80219,West
CA-2017-138611,17-11-17,Second Class,CK-12595,Clytie Kelty,Ohio,43123,East
CA-2017-138611,17-11-17,Second Class,CK-12595,Clytie Kelty,Ohio,43123,East
CA-2017-117947,23-08-17,Second Class,NG-18355,Nat Gilpin,New York,10011,East
CA-2017-117947,23-08-17,Second Class,NG-18355,Nat Gilpin,New York,10011,East
CA-2017-117947,23-08-17,Second Class,NG-18355,Nat Gilpin,New York,10011,East
CA-2017-117947,23-08-17,Second Class,NG-18355,Nat Gilpin,New York,10011,East
CA-2017-117947,23-08-17,Second Class,NG-18355,Nat Gilpin,New York,10011,East
CA-2017-163020,19-09-17,Standard Class,MO-17800,Meg O'Connel,New York,10009,East
CA-2017-153787,23-05-17,Standard Class,AT-10735,Annie Thurman,Washington,98115,West
CA-2017-133431,21-12-17,Standard Class,LC-17140,Logan Currie,California,94122,West
CA-2017-133431,21-12-17,Standard Class,LC-17140,Logan Currie,California,94122,West
CA-2017-144694,26-09-17,Second Class,BD-11605,Brian Dahlen,Florida,33180,South
CA-2017-144694,26-09-17,Second Class,BD-11605,Brian Dahlen,Florida,33180,South
CA-2017-167913,03-08-17,Second Class,JL-15835,John Lee,California,92691,West
CA-2017-167913,03-08-17,Second Class,JL-15835,John Lee,California,92691,West
CA-2017-106103,15-06-17,Standard Class,SC-20305,Sean Christensen,Michigan,48307,Central
US-2017-127719,25-07-17,Standard Class,TW-21025,Tamara Willingham,New Jersey,7060,East
CA-2017-140844,23-06-17,Standard Class,AR-10405,Allen Rosenblatt,New York,10035,East
CA-2017-140844,23-06-17,Standard Class,AR-10405,Allen Rosenblatt,New York,10035,East
CA-2017-132682,10-06-17,Second Class,TH-21235,Tiffany House,Texas,75081,Central
CA-2017-132682,10-06-17,Second Class,TH-21235,Tiffany House,Texas,75081,Central
CA-2017-132682,10-06-17,Second Class,TH-21235,Tiffany House,Texas,75081,Central
US-2017-106663,13-06-17,Standard Class,MO-17800,Meg O'Connel,Illinois,60653,Central
US-2017-106663,13-06-17,Standard Class,MO-17800,Meg O'Connel,Illinois,60653,Central
US-2017-106663,13-06-17,Standard Class,MO-17800,Meg O'Connel,Illinois,60653,Central
CA-2017-111178,22-06-17,Standard Class,TD-20995,Tamara Dahlen,Illinois,62301,Central
CA-2017-130351,08-12-17,First Class,RB-19570,Rob Beeghly,Indiana,47201,Central
CA-2017-130351,08-12-17,First Class,RB-19570,Rob Beeghly,Indiana,47201,Central
CA-2017-130351,08-12-17,First Class,RB-19570,Rob Beeghly,Indiana,47201,Central
US-2017-119438,23-03-17,Standard Class,CD-11980,Carol Darley,Texas,75701,Central
US-2017-119438,23-03-17,Standard Class,CD-11980,Carol Darley,Texas,75701,Central
US-2017-119438,23-03-17,Standard Class,CD-11980,Carol Darley,Texas,75701,Central
US-2017-119438,23-03-17,Standard Class,CD-11980,Carol Darley,Texas,75701,Central
US-2017-168116,04-11-17,Same Day,GT-14635,Grant Thornton,North Carolina,27217,South
US-2017-168116,04-11-17,Same Day,GT-14635,Grant Thornton,North Carolina,27217,South
CA-2017-161480,29-12-17,Standard Class,RA-19285,Ralph Arnett,New York,10035,East
CA-2017-114552,08-09-17,Standard Class,Dl-13600,Dorris liebe,Ohio,44105,East
CA-2017-146136,07-09-17,Standard Class,AP-10915,Arthur Prichep,Florida,32137,South
US-2017-100048,24-05-17,Standard Class,RS-19765,Roland Schwarz,New York,10550,East
US-2017-100048,24-05-17,Standard Class,RS-19765,Roland Schwarz,New York,10550,East
US-2017-100048,24-05-17,Standard Class,RS-19765,Roland Schwarz,New York,10550,East
CA-2017-108910,29-09-17,Standard Class,KC-16540,Kelly Collister,Ohio,43055,East
CA-2017-144113,20-09-17,Standard Class,JF-15355,Jay Fein,Texas,78745,Central
CA-2017-144113,20-09-17,Standard Class,JF-15355,Jay Fein,Texas,78745,Central
CA-2017-131954,25-01-17,Standard Class,DS-13030,Darrin Sayre,Washington,98115,West
CA-2017-131954,25-01-17,Standard Class,DS-13030,Darrin Sayre,Washington,98115,West
CA-2017-131954,25-01-17,Standard Class,DS-13030,Darrin Sayre,Washington,98115,West
CA-2017-131954,25-01-17,Standard Class,DS-13030,Darrin Sayre,Washington,98115,West
CA-2017-131954,25-01-17,Standard Class,DS-13030,Darrin Sayre,Washington,98115,West
CA-2017-131954,25-01-17,Standard Class,DS-13030,Darrin Sayre,Washington,98115,West
CA-2017-126074,06-10-17,Standard Class,RF-19735,Roland Fjeld,Michigan,48183,Central
CA-2017-126074,06-10-17,Standard Class,RF-19735,Roland Fjeld,Michigan,48183,Central
CA-2017-126074,06-10-17,Standard Class,RF-19735,Roland Fjeld,Michigan,48183,Central
CA-2017-126074,06-10-17,Standard Class,RF-19735,Roland Fjeld,Michigan,48183,Central
CA-2017-117240,28-07-17,Standard Class,CP-12340,Christine Phan,New York,10009,East
CA-2017-133333,22-09-17,Standard Class,BF-11020,Barry Französisch,Wisconsin,54302,Central
CA-2017-126046,07-11-17,Standard Class,JC-16105,Julie Creighton,Georgia,30318,South
CA-2017-104220,05-02-17,Standard Class,BV-11245,Benjamin Venier,Iowa,50315,Central
CA-2017-104220,05-02-17,Standard Class,BV-11245,Benjamin Venier,Iowa,50315,Central
CA-2017-104220,05-02-17,Standard Class,BV-11245,Benjamin Venier,Iowa,50315,Central
CA-2017-104220,05-02-17,Standard Class,BV-11245,Benjamin Venier,Iowa,50315,Central
CA-2017-104220,05-02-17,Standard Class,BV-11245,Benjamin Venier,Iowa,50315,Central
CA-2017-104220,05-02-17,Standard Class,BV-11245,Benjamin Venier,Iowa,50315,Central
CA-2017-129567,21-03-17,Second Class,CL-12565,Clay Ludtke,California,93534,West
CA-2017-151428,26-09-17,Standard Class,RH-19495,Rick Hansen,Minnesota,55901,Central
CA-2017-105809,23-02-17,First Class,HW-14935,Helen Wasserman,California,92105,West
CA-2017-105809,23-02-17,First Class,HW-14935,Helen Wasserman,California,92105,West
CA-2017-135783,24-04-17,First Class,GM-14440,Gary McGarr,California,94122,West
CA-2017-143686,14-05-17,Same Day,PJ-19015,Pauline Johnson,California,92704,West
CA-2017-143686,14-05-17,Same Day,PJ-19015,Pauline Johnson,California,92704,West
CA-2017-101434,27-06-17,Standard Class,TR-21325,Toby Ritter,New Jersey,7109,East
CA-2017-101434,27-06-17,Standard Class,TR-21325,Toby Ritter,New Jersey,7109,East
CA-2017-126956,28-08-17,Standard Class,GT-14710,Greg Tran,Minnesota,55044,Central
CA-2017-126956,28-08-17,Standard Class,GT-14710,Greg Tran,Minnesota,55044,Central
CA-2017-126956,28-08-17,Standard Class,GT-14710,Greg Tran,Minnesota,55044,Central
CA-2017-129462,21-06-17,Second Class,JE-15745,Joel Eaton,Kentucky,41042,South
CA-2017-129462,21-06-17,Second Class,JE-15745,Joel Eaton,Kentucky,41042,South
CA-2017-129462,21-06-17,Second Class,JE-15745,Joel Eaton,Kentucky,41042,South
CA-2017-129462,21-06-17,Second Class,JE-15745,Joel Eaton,Kentucky,41042,South
US-2017-156083,11-11-17,Standard Class,JL-15175,James Lanier,Tennessee,38401,South
CA-2017-107503,06-01-17,Standard Class,GA-14725,Guy Armstrong,Ohio,44052,East
CA-2017-161984,15-04-17,Standard Class,SJ-20125,Sanjit Jacobs,New Jersey,8901,East
CA-2017-161984,15-04-17,Standard Class,SJ-20125,Sanjit Jacobs,New Jersey,8901,East
CA-2017-114636,29-08-17,Standard Class,GA-14725,Guy Armstrong,North Carolina,28205,South
CA-2017-111689,02-12-17,Second Class,HP-14815,Harold Pawlan,New York,10024,East
CA-2017-111689,02-12-17,Second Class,HP-14815,Harold Pawlan,New York,10024,East
US-2017-123463,23-12-17,Same Day,GZ-14470,Gary Zandusky,California,94109,West
CA-2017-115364,02-07-17,Standard Class,OT-18730,Olvera Toch,California,92105,West
CA-2017-150707,19-10-17,Standard Class,EL-13735,Ed Ludwig,Maryland,21044,East
CA-2017-132934,26-06-17,Standard Class,JE-15475,Jeremy Ellison,New York,10801,East
CA-2017-132934,26-06-17,Standard Class,JE-15475,Jeremy Ellison,New York,10801,East
CA-2017-133256,27-06-17,First Class,TH-21550,Tracy Hopkins,Michigan,48227,Central
CA-2017-133256,27-06-17,First Class,TH-21550,Tracy Hopkins,Michigan,48227,Central
CA-2017-133256,27-06-17,First Class,TH-21550,Tracy Hopkins,Michigan,48227,Central
CA-2017-160983,31-10-17,Second Class,GB-14530,George Bell,New York,13021,East
CA-2017-150959,13-11-17,First Class,TD-20995,Tamara Dahlen,Texas,75043,Central
CA-2017-150959,13-11-17,First Class,TD-20995,Tamara Dahlen,Texas,75043,Central
CA-2017-132353,17-09-17,First Class,DB-13060,Dave Brooks,Illinois,60653,Central
CA-2017-137596,07-09-17,Standard Class,BE-11335,Bill Eplett,Michigan,49201,Central
CA-2017-137596,07-09-17,Standard Class,BE-11335,Bill Eplett,Michigan,49201,Central
CA-2017-137596,07-09-17,Standard Class,BE-11335,Bill Eplett,Michigan,49201,Central
CA-2017-102519,29-11-17,First Class,BM-11650,Brian Moss,Wisconsin,53209,Central
CA-2017-102519,29-11-17,First Class,BM-11650,Brian Moss,Wisconsin,53209,Central
CA-2017-144932,17-04-17,First Class,AB-10165,Alan Barnes,Ohio,43615,East
CA-2017-144932,17-04-17,First Class,AB-10165,Alan Barnes,Ohio,43615,East
CA-2017-144932,17-04-17,First Class,AB-10165,Alan Barnes,Ohio,43615,East
CA-2017-114216,06-09-17,Standard Class,RK-19300,Ralph Kennedy,Pennsylvania,19140,East
US-2017-111745,06-11-17,First Class,RA-19885,Ruben Ausman,New Mexico,87401,West
US-2017-110576,02-12-17,Standard Class,RB-19795,Ross Baird,Pennsylvania,19120,East
US-2017-110576,02-12-17,Standard Class,RB-19795,Ross Baird,Pennsylvania,19120,East
US-2017-110576,02-12-17,Standard Class,RB-19795,Ross Baird,Pennsylvania,19120,East
US-2017-110576,02-12-17,Standard Class,RB-19795,Ross Baird,Pennsylvania,19120,East
US-2017-110576,02-12-17,Standard Class,RB-19795,Ross Baird,Pennsylvania,19120,East
CA-2017-131156,07-04-17,Standard Class,KH-16360,Katherine Hughes,Pennsylvania,19143,East
CA-2017-119305,04-12-17,Standard Class,SW-20275,Scott Williamson,Mississippi,39212,South
CA-2017-102414,18-05-17,Second Class,JA-15970,Joseph Airdo,Arizona,85023,West
CA-2017-102414,18-05-17,Second Class,JA-15970,Joseph Airdo,Arizona,85023,West
CA-2017-102414,18-05-17,Second Class,JA-15970,Joseph Airdo,Arizona,85023,West
CA-2017-152142,19-11-17,Standard Class,LW-16990,Lindsay Williams,California,94110,West
CA-2017-135279,11-04-17,First Class,BS-11800,Bryan Spruell,New York,10011,East
CA-2017-135279,11-04-17,First Class,BS-11800,Bryan Spruell,New York,10011,East
CA-2017-135279,11-04-17,First Class,BS-11800,Bryan Spruell,New York,10011,East
CA-2017-135279,11-04-17,First Class,BS-11800,Bryan Spruell,New York,10011,East
CA-2017-135279,11-04-17,First Class,BS-11800,Bryan Spruell,New York,10011,East
CA-2017-135279,11-04-17,First Class,BS-11800,Bryan Spruell,New York,10011,East
US-2017-103247,08-10-17,Second Class,PO-19195,Phillina Ober,New York,10011,East
US-2017-103247,08-10-17,Second Class,PO-19195,Phillina Ober,New York,10011,East
US-2017-100209,15-07-17,Standard Class,TD-20995,Tamara Dahlen,Oregon,97206,West
CA-2017-159366,10-01-17,First Class,BW-11110,Bart Watters,Michigan,48205,Central
CA-2017-100314,05-10-17,Standard Class,AS-10630,Ann Steele,Texas,77506,Central
CA-2017-100314,05-10-17,Standard Class,AS-10630,Ann Steele,Texas,77506,Central
CA-2017-100314,05-10-17,Standard Class,AS-10630,Ann Steele,Texas,77506,Central
CA-2017-167899,26-05-17,Standard Class,JG-15805,John Grady,New York,13021,East
CA-2017-167899,26-05-17,Standard Class,JG-15805,John Grady,New York,13021,East
CA-2017-135034,03-08-17,First Class,AT-10735,Annie Thurman,Illinois,60653,Central
CA-2017-118437,21-06-17,Second Class,PF-19165,Philip Fox,Washington,98502,West
CA-2017-118437,21-06-17,Second Class,PF-19165,Philip Fox,Washington,98502,West
CA-2017-106964,20-12-17,First Class,HR-14770,Hallie Redmond,California,90045,West
CA-2017-121818,21-11-17,First Class,JH-15430,Jennifer Halladay,North Carolina,27217,South
CA-2017-121818,21-11-17,First Class,JH-15430,Jennifer Halladay,North Carolina,27217,South
CA-2017-115651,12-07-17,First Class,NS-18640,Noel Staavos,Illinois,60610,Central
CA-2017-115651,12-07-17,First Class,NS-18640,Noel Staavos,Illinois,60610,Central
CA-2017-152702,16-10-17,Standard Class,SN-20710,Steve Nguyen,Illinois,61107,Central
CA-2017-167150,17-12-17,Standard Class,BP-11185,Ben Peterman,California,92037,West
CA-2017-167150,17-12-17,Standard Class,BP-11185,Ben Peterman,California,92037,West
US-2017-139955,30-09-17,Second Class,CM-12160,Charles McCrossin,Texas,78521,Central
CA-2017-106943,19-11-17,Standard Class,FO-14305,Frank Olsen,New York,10035,East
CA-2017-132521,25-09-17,Second Class,DW-13540,Don Weiss,Washington,98105,West
CA-2017-132521,25-09-17,Second Class,DW-13540,Don Weiss,Washington,98105,West
CA-2017-132521,25-09-17,Second Class,DW-13540,Don Weiss,Washington,98105,West
CA-2017-158407,10-06-17,Standard Class,LW-16990,Lindsay Williams,North Carolina,28110,South
CA-2017-158407,10-06-17,Standard Class,LW-16990,Lindsay Williams,North Carolina,28110,South
CA-2017-160423,26-01-17,Standard Class,PS-19045,Penelope Sewall,North Carolina,28205,South
CA-2017-160423,26-01-17,Standard Class,PS-19045,Penelope Sewall,North Carolina,28205,South
US-2017-145863,27-04-17,Standard Class,RP-19390,Resi Pölking,Texas,77041,Central
US-2017-145863,27-04-17,Standard Class,RP-19390,Resi Pölking,Texas,77041,Central
CA-2017-140585,23-12-17,Second Class,RA-19915,Russell Applegate,California,92024,West
CA-2017-140585,23-12-17,Second Class,RA-19915,Russell Applegate,California,92024,West
CA-2017-140585,23-12-17,Second Class,RA-19915,Russell Applegate,California,92024,West
CA-2017-147039,04-07-17,Standard Class,AA-10315,Alex Avila,Minnesota,55407,Central
CA-2017-147039,04-07-17,Standard Class,AA-10315,Alex Avila,Minnesota,55407,Central
CA-2017-145226,10-12-17,Second Class,DL-13315,Delfina Latchford,New York,10035,East
CA-2017-145226,10-12-17,Second Class,DL-13315,Delfina Latchford,New York,10035,East
CA-2017-145226,10-12-17,Second Class,DL-13315,Delfina Latchford,New York,10035,East
CA-2017-145226,10-12-17,Second Class,DL-13315,Delfina Latchford,New York,10035,East
CA-2017-138779,15-01-17,First Class,RB-19570,Rob Beeghly,North Carolina,28540,South
CA-2017-138779,15-01-17,First Class,RB-19570,Rob Beeghly,North Carolina,28540,South
